Name,SetId,Number
"Bill","","91"
"Bill","","118"
"Bill","","108"
"Bill","","89"
"Bill's Analysis","","51"
"Bill's Analysis","","133"
"Bill's Maintenance","","137"
"Bill's Maintenance","","71"
"Bill's Maintenance","","87"
"Bill's Maintenance","","6"
"Bill's Maintenance","","126"
"Bill's Maintenance","","162"
"Bill's Teleporter","","91"
"Bill's Transfer","","156"
"Bill's Transfer","","194"
"Billowing Smoke","","158"
"Billy & O'Nare","","142"
"Binacle","","66"
"Binacle","","106"
"Binacle","","103"
"Binacle","","22"
"Binacle","","48"
"Binacle","","38"
"Binding Mochi","","55"
"Binding Mochi","","95"
"Bird Keeper","","159"
"Bird Keeper","","66"
"Bisharp","","76"
"Bisharp","","82"
"Bisharp","","72"
"Bisharp","","79"
"Bisharp","","73"
"Bisharp","","74"
"Bisharp","","147"
"Bisharp","","135"
"Bisharp","","105"
"Bisharp","","133"
"Bisharp","","149"
"Bisharp","","186"
"Bisharp","","112"
"Bisharp","","134"
"Bisharp","","116"
"Bisharp","","93"
"Bisharp","","104"
"Bisharp","","20"
"Bisharp","","64"
"Bisharp","","65"
"Bisharp","","143"
"Blacephalon","","32"
"Blacephalon","","104"
"Blacephalon","","SM221"
"Blacephalon-GX","","52"
"Blacephalon-GX","","199"
"Blacephalon-GX","","219"
"Black Belt","","85"
"Black Belt's Training","","255"
"Black Belt's Training","","96"
"Black Belt's Training","","97"
"Black Belt's Training","","98"
"Black Belt's Training","","99"
"Black Belt's Training","","143"
"Black Belt's Training","","144"
"Black Belt's Training","","145"
"Black Kyurem","","100"
"Black Kyurem","","BW58"
"Black Kyurem","","61"
"Black Kyurem","","XY80"
"Black Kyurem","","XY160"
"Black Kyurem ex","","48"
"Black Kyurem ex","","218"
"Black Kyurem-EX","","100"
"Black Kyurem-EX","","101"
"Black Kyurem-EX","","145"
"Black Kyurem-EX","","95"
"Black Kyurem-EX","","BW62"
"Black Market ◇","","134"
"Blacksmith","","88"
"Blacksmith","","88a"
"Blaine","","17"
"Blaine","","100"
"Blaine's Arcanine","","1"
"Blaine's Charizard","","2"
"Blaine's Charmander","","61"
"Blaine's Charmander","","60"
"Blaine's Charmeleon","","31"
"Blaine's Dodrio","","32"
"Blaine's Doduo","","61"
"Blaine's Gamble","","121"
"Blaine's Growlithe","","35"
"Blaine's Growlithe","","62"
"Blaine's Kangaskhan","","36"
"Blaine's Last Resort","","105"
"Blaine's Last Stand","","52"
"Blaine's Last Stand","","58"
"Blaine's Last Stand","","69"
"Blaine's Magmar","","37"
"Blaine's Mankey","","63"
"Blaine's Moltres","","1"
"Blaine's Ninetales","","21"
"Blaine's Ponyta","","63"
"Blaine's Ponyta","","64"
"Blaine's Quiz #1","","97"
"Blaine's Quiz #2","","111"
"Blaine's Quiz #3","","112"
"Blaine's Quiz Show","","186"
"Blaine's Rapidash","","33"
"Blaine's Rhyhorn","","65"
"Blaine's Tauros","","64"
"Blaine's Vulpix","","65"
"Blaine's Vulpix","","66"
"Blanche","","64"
"Blanche","","82"
"Blanche","","SWSH227"
"Blastoise","","2"
"Blastoise","","16"
"Blastoise","","31"
"Blastoise","","137"
"Blastoise","","4"
"Blastoise","","36"
"Blastoise","","37"
"Blastoise","","14"
"Blastoise","","13"
"Blastoise","","17"
"Blastoise","","1"
"Blastoise","","25"
"Blastoise & Piplup-GX","","38"
"Blastoise & Piplup-GX","","214"
"Blastoise & Piplup-GX","","215"
"Blastoise & Piplup-GX","","253"
"Blastoise ex","","104"
"Blastoise ex","","9"
"Blastoise ex","","184"
"Blastoise ex","","200"
"Blastoise ex","","30"
"Blastoise Spirit Link","","73"
"Blastoise V","","SWSH101"
"Blastoise VMAX","","SWSH103"
"Blastoise δ","","2"
"Blastoise-EX","","17"
"Blastoise-EX","","29"
"Blastoise-EX","","142"
"Blastoise-EX","","21"
"Blastoise-EX","","XY30"
"Blastoise-EX","","XY122"
"Blastoise-GX","","35"
"Blastoise-GX","","218"
"Blastoise-GX","","SM189"
"Blaziken","","17"
"Blaziken","","1"
"Blaziken","","3"
"Blaziken","","15"
"Blaziken","","20"
"Blaziken","","5"
"Blaziken","","6"
"Blaziken","","42"
"Blaziken","","192"
"Blaziken","","24"
"Blaziken","","14"
"Blaziken","","28"
"Blaziken ex","","90"
"Blaziken ex","","89"
"Blaziken ex","","24"
"Blaziken FB","","2"
"Blaziken FB LV.X","","142"
"Blaziken V","","TG14"
"Blaziken V","","20"
"Blaziken V","","161"
"Blaziken VMAX","","TG15"
"Blaziken VMAX","","21"
"Blaziken VMAX","","200"
"Blaziken VMAX","","201"
"Blaziken-EX","","XY54"
"Blaziken-GX","","28"
"Blaziken-GX","","153"
"Blaziken-GX","","170"
"Blend Energy GrassFirePsychicDarkness","","117"
"Blend Energy WaterLightningFightingMetal","","118"
"Blipbug","","10"
"Blipbug","","16"
"Blipbug","","17"
"Blipbug","","18"
"Blipbug","","SV007"
"Blissey","","82"
"Blissey","","5"
"Blissey","","6"
"Blissey","","H6"
"Blissey","","36"
"Blissey","","106"
"Blissey","","2"
"Blissey","","52"
"Blissey","","22"
"Blissey","","102"
"Blissey","","153"
"Blissey","","145"
"Blissey","","203"
"Blissey","","81"
"Blissey","","XY56"
"Blissey ex","","101"
"Blissey ex","","134"
"Blissey ex","","201"
"Blissey V","","TG22"
"Blissey V","","119"
"Blissey V","","182"
"Blissey V","","183"
"Blitzle","","40"
"Blitzle","","41"
"Blitzle","","35"
"Blitzle","","47"
"Blitzle","","56"
"Blitzle","","6"
"Blitzle","","31"
"Blitzle","","114"
"Blitzle","","81"
"Blitzle","","44"
"Blitzle","","62"
"Blitzle","","195"
"Blitzle","","53"
"Blitzle","","50"
"Blitzle","","SWSH173"
"Blitzle","","48"
"Blizzard Town","","187"
"Bloodmoon Ursaluna","","25"
"Bloodmoon Ursaluna","","54"
"Bloodmoon Ursaluna ex","","141"
"Bloodmoon Ursaluna ex","","202"
"Bloodmoon Ursaluna ex","","216"
"Bloodmoon Ursaluna ex","","222"
"Bloodmoon Ursaluna ex","","168"
"Blowtorch","","86"
"Blowtorch","","117"
"Blue's Tactics","","188"
"Blue's Tactics","","231"
"Blunder Policy","","131"
"Bodybuilding Dumbbells","","113"
"Bodybuilding Dumbbells","","161"
"Boldore","","51"
"Boldore","","52"
"Boldore","","66"
"Boldore","","47"
"Boldore","","128"
"Boldore","","70"
"Boldore","","87"
"Boldore","","49"
"Boltund","","31"
"Boltund","","59"
"Boltund","","75"
"Boltund","","76"
"Boltund","","SV040"
"Boltund","","53"
"Boltund V","","67"
"Boltund V","","181"
"Boltund V","","103"
"Boltund V","","249"
"Boltund V","","TG13"
"Boltund V","","SWSH085"
"Boltund V","","SWSH219"
"Boltund VMAX","","104"
"Boltund VMAX","","267"
"Bombirdier","","138"
"Bombirdier","","219"
"Bombirdier","","147"
"Bombirdier","","97"
"Bombirdier","","101"
"Bombirdier ex","","156"
"Bombirdier ex","","234"
"Bonnie","","103"
"Bonnie","","128"
"Bonsly","","71"
"Bonsly","","110"
"Boomerang Energy","","166"
"Boost Energy","","145"
"Boost Energy","","98"
"Boost Energy","","87"
"Boost Energy","","93"
"Boost Energy","","8"
"Boost Shake","","142"
"Boost Shake","","229"
"Boss's Orders","","114"
"Boss's Orders","","183"
"Boss's Orders","","256"
"Boss's Orders","","TG24"
"Boss's Orders","","154"
"Boss's Orders","","189"
"Boss's Orders","","200"
"Boss's Orders","","58"
"Boss's Orders","","132"
"Boss's Orders","","SWSH251"
"Boss's Orders (Ghetsis)","","172"
"Boss's Orders (Ghetsis)","","248"
"Boss's Orders (Ghetsis)","","265"
"Bouffalant","","90"
"Bouffalant","","91"
"Bouffalant","","107"
"Bouffalant","","110"
"Bouffalant","","114"
"Bouffalant","","108"
"Bouffalant","","174"
"Bouffalant","","119"
"Bouffalant","","151"
"Bouffalant","","136"
"Bouffalant","","148"
"Bouffalant","","118"
"Bouffalant ex","","77"
"Bouffalant ex","","162"
"Bouffalant ex","","170"
"Bounce Energy","","142"
"Bounsweet","","18"
"Bounsweet","","17"
"Bounsweet","","16"
"Bounsweet","","8"
"Bounsweet","","14"
"Bounsweet","","13"
"Box of Disaster","","154"
"Box of Disaster","","214"
"Boxed Order","","143"
"Braixen","","16"
"Braixen","","26"
"Braixen","","TG01"
"Braixen","","9"
"Braixen","","25"
"Braixen","","12"
"Braixen","","XY161"
"Brambleghast","","47"
"Brambleghast","","24"
"Brambleghast","","21"
"Bramblin","","46"
"Bramblin","","22"
"Bramblin","","23"
"Bramblin","","198"
"Bramblin","","20"
"Brandon","","151"
"Brandon","","188"
"Brandon","","203"
"Brassius","","187"
"Brassius","","135"
"Brave Bangle","","80"
"Bravery Charm","","173"
"Bravery Charm","","175"
"Braviary","","88"
"Braviary","","112"
"Braviary","","116"
"Braviary","","178"
"Braviary","","153"
"Braviary","","214"
"Braviary","","137"
"Braviary","","93"
"Braviary","","130"
"Braviary","","78"
"Braviary","","155"
"Brawly","","131"
"Brawly","","188"
"Brawly","","212"
"Breloom","","45"
"Breloom","","16"
"Breloom","","33"
"Breloom","","3"
"Breloom","","22"
"Breloom","","52"
"Breloom","","108"
"Breloom","","5"
"Breloom","","4"
"Breloom","","6"
"Breloom","","7"
"Breloom","","50"
"Breloom V","","6"
"Briar","","132"
"Briar","","163"
"Briar","","171"
"Briar","","100"
"Brigette","","134"
"Brigette","","161"
"Brilliant Blender","","164"
"Brionne","","40"
"Brionne","","66"
"Brock","","15"
"Brock","","98"
"Brock's Diglett","","67"
"Brock's Dugtrio","","22"
"Brock's Geodude","","38"
"Brock's Geodude","","66"
"Brock's Geodude","","68"
"Brock's Golbat","","39"
"Brock's Golem","","20"
"Brock's Graveler","","40"
"Brock's Graveler","","34"
"Brock's Grit","","53"
"Brock's Grit","","135"
"Brock's Grit","","172"
"Brock's Grit","","74"
"Brock's Grit","","107"
"Brock's Lickitung","","41"
"Brock's Mankey","","67"
"Brock's Mankey","","68"
"Brock's Ninetales","","3"
"Brock's Onix","","21"
"Brock's Onix","","69"
"Brock's Pewter City Gym","","54"
"Brock's Primeape","","35"
"Brock's Protection","","101"
"Brock's Rhydon","","2"
"Brock's Rhyhorn","","22"
"Brock's Rhyhorn","","70"
"Brock's Sandshrew","","71"
"Brock's Sandshrew","","72"
"Brock's Sandslash","","23"
"Brock's Sandslash","","36"
"Brock's Scouting","","146"
"Brock's Scouting","","179"
"Brock's Training","","55"
"Brock's Training Method","","106"
"Brock's Vulpix","","73"
"Brock's Vulpix","","37"
"Brock's Zubat","","24"
"Brock's Zubat","","74"
"Broken Ground Gym","","92"
"Broken Time-Space","","104"
"Bronzong","","76"
"Bronzong","","6"
"Bronzong","","16"
"Bronzong","","13"
"Bronzong","","15"
"Bronzong","","72"
"Bronzong","","14"
"Bronzong","","33"
"Bronzong","","87"
"Bronzong","","101"
"Bronzong","","145"
"Bronzong","","69"
"Bronzong","","127"
"Bronzong","","67"
"Bronzong","","112"
"Bronzong","","TG11"
"Bronzong","","126"
"Bronzong","","130"
"Bronzong","","102"
"Bronzong","","223"
"Bronzong","","SWSH091"
"Bronzong","","61"
"Bronzong","","96"
"Bronzong","","XY21"
"Bronzong BREAK","","62"
"Bronzong E4","","16"
"Bronzong G","","41"
"Bronzor","","75"
"Bronzor","","74"
"Bronzor","","52"
"Bronzor","","55"
"Bronzor","","58"
"Bronzor","","71"
"Bronzor","","34"
"Bronzor","","54"
"Bronzor","","86"
"Bronzor","","100"
"Bronzor","","144"
"Bronzor","","68"
"Bronzor","","170"
"Bronzor","","126"
"Bronzor","","66"
"Bronzor","","111"
"Bronzor","","125"
"Bronzor","","129"
"Bronzor","","101"
"Bronzor","","60"
"Bronzor","","95"
"Brooklet Hill","","120"
"Brooklet Hill","","SV88"
"Bruno","","121"
"Bruno","","158"
"Bruno","","172"
"Brute Bonnet","","123"
"Brute Bonnet","","207"
"Brute Bonnet","","118"
"Bruxish","","48"
"Bruxish","","38"
"Bruxish","","70"
"Bruxish","","SM11"
"Bruxish","","51"
"Bruxish","","49"
"Bruxish","","200"
"Bruxish","","43"
"Bubble Coat","","129"
"Buck's Training","","130"
"Buddy-Buddy Poffin","","167"
"Buddy-Buddy Poffin","","184"
"Buddy-Buddy Poffin","","144"
"Buddy-Buddy Poffin","","223"
"Buddy-Buddy Poffin","","101"
"Buddy-Buddy Rescue","","135"
"Budew","","43"
"Budew","","33"
"Budew","","16"
"Budew","","221"
"Budew","","4"
"Buff Padding","","136"
"Buffer Piece","","72"
"Buffer Piece","","83"
"Buffer Piece","","84"
"Bug Catcher","","189"
"Bug Catcher","","226"
"Bug Catching Set","","143"
"Bug Catching Set","","102"
"Buizel","","32"
"Buizel","","72"
"Buizel","","75"
"Buizel","","61"
"Buizel","","DP13"
"Buizel","","45"
"Buizel","","92"
"Buizel","","6"
"Buizel","","22"
"Buizel","","35"
"Buizel","","46"
"Buizel","","57"
"Buizel","","48"
"Buizel","","38"
"Buizel","","28"
"Bulbasaur","","44"
"Bulbasaur","","67"
"Bulbasaur","","68"
"Bulbasaur","","1"
"Bulbasaur","","77"
"Bulbasaur","","94"
"Bulbasaur","","95"
"Bulbasaur","","45"
"Bulbasaur","","46"
"Bulbasaur","","39"
"Bulbasaur","","54"
"Bulbasaur","","55"
"Bulbasaur","","133"
"Bulbasaur","","93"
"Bulbasaur","","12"
"Bulbasaur","","SM198"
"Bulbasaur","","166"
"Bulbasaur","","143"
"Bulbasaur","","SWSH231"
"Bulbasaur","","SWSH303"
"Buneary","","116"
"Buneary","","73"
"Buneary","","53"
"Buneary","","86"
"Buneary","","DP06"
"Buneary","","107"
"Buneary","","83"
"Buneary","","94"
"Buneary","","55"
"Buneary","","12"
"Buneary","","106"
"Buneary","","144"
"Buneary","","212"
"Buneary","","84"
"Bunnelby","","10"
"Bunnelby","","87"
"Bunnelby","","97"
"Bunnelby","","175"
"Bunnelby","","146"
"Bunnelby","","150"
"Bunnelby","","SV097"
"Bunnelby","","214"
"Bunnelby","","SWSH082"
"Bunnelby","","30"
"Bunnelby","","111"
"Bunnelby","","120"
"Bunnelby","","121"
"Buried Fossil","","47"
"Burmy","","9"
"Burmy","","2"
"Burmy Plant Cloak","","78"
"Burmy Plant Cloak","","56"
"Burmy Plant Cloak","","11"
"Burmy Sandy Cloak","","79"
"Burmy Sandy Cloak","","54"
"Burmy Sandy Cloak","","57"
"Burmy Sandy Cloak","","12"
"Burmy Trash Cloak","","80"
"Burmy Trash Cloak","","58"
"Burned Tower","","71"
"Burning Energy","","151"
"Burning Scarf","","155"
"Bursting Balloon","","97"
"Butterfree","","33"
"Butterfree","","34"
"Butterfree","","21"
"Butterfree","","14"
"Butterfree","","5"
"Butterfree","","38"
"Butterfree","","2"
"Butterfree","","16"
"Butterfree","","19"
"Butterfree","","9"
"Butterfree","","3"
"Butterfree","","4"
"Butterfree","","12"
"Butterfree FB","","17"
"Butterfree V","","1"
"Butterfree V","","177"
"Butterfree VMAX","","2"
"Butterfree VMAX","","190"
"Buzzwole","","21"
"Buzzwole","","77"
"Buzzwole","","SV24"
"Buzzwole","","SM218"
"Buzzwole-GX","","57"
"Buzzwole-GX","","104"
"Buzzwole-GX","","115"
"Buzzwole-GX","","SV68"
"Buzzwole-GX","","SM69"
"Cacnea","","9"
"Cacnea","","62"
"Cacnea","","47"
"Cacnea","","46"
"Cacnea","","57"
"Cacnea","","58"
"Cacnea","","44"
"Cacnea","","67"
"Cacnea","","13"
"Cacnea","","5"
"Cacnea","","19"
"Cacnea","","4"
"Cacturne","","10"
"Cacturne","","34"
"Cacturne","","27"
"Cacturne","","2"
"Cacturne","","42"
"Cacturne","","6"
"Cacturne","","20"
"Cacturne","","5"
"Cacturne","","88"
"Cacturne ex","","91"
"Cacturne δ","","15"
"Café Master","","133"
"Café Master","","TG25"
"Caitlin","","78"
"Caitlin","","132"
"Caitlin","","189"
"Caitlin","","213"
"Calamitous Snowy Mountain","","174"
"Calamitous Wasteland","","175"
"Call Bell","","165"
"Call Energy","","92"
"Calyrex","","17"
"Camerupt","","22"
"Camerupt","","47"
"Camerupt","","4"
"Camerupt","","36"
"Camerupt","","3"
"Camerupt","","24"
"Camerupt","","23"
"Camerupt","","28"
"Camerupt","","14"
"Camerupt","","18"
"Camerupt","","32"
"Camerupt","","12"
"Camerupt","","13"
"Camerupt ex","","92"
"Camerupt G","","19"
"Camerupt Spirit Link","","XY199"
"Camerupt-EX","","29"
"Camerupt-EX","","146"
"Camping Gear","","122"
"Canari","","185"
"Canari","","257"
"Canari","","291"
"Canceling Cologne","","136"
"Candela","","65"
"Candela","","83"
"Candela","","SWSH228"
"Candice","","152"
"Candice","","189"
"Candice","","204"
"Capacious Bucket","","156"
"Cape of Toughness","","160"
"Cape of Toughness","","200"
"Capsakid","","27"
"Capsakid","","28"
"Capsakid","","23"
"Capsakid","","24"
"Capsakid","","106"
"Capsakid","","12"
"Captivating Poké Puff","","99"
"Capture Energy","","171"
"Capture Energy","","201"
"Capturing Aroma","","153"
"Cara Liss","","149"
"Cara Liss","","67"
"Carbink","","117"
"Carbink","","242"
"Carbink","","143"
"Carbink","","108"
"Carbink","","49"
"Carbink","","50"
"Carbink","","68"
"Carbink","","47"
"Carbink BREAK","","51"
"Card-Flip Game","","92"
"Caretaker","","144"
"Caretaker","","203"
"Carkol","","119"
"Carkol","","94"
"Carkol","","106"
"Carkol","","SV068"
"Carkol","","79"
"Carmine","","145"
"Carmine","","204"
"Carmine","","217"
"Carmine","","103"
"Carnivine","","5"
"Carnivine","","21"
"Carnivine","","46"
"Carnivine","","16"
"Carnivine","","43"
"Carnivine","","68"
"Carnivine","","53"
"Carnivine","","7"
"Carnivine","","6"
"Carnivine","","12"
"Carnivine","","9"
"Carnivine G","","DP42"
"Carracosta","","28"
"Carracosta","","26"
"Carracosta","","45"
"Carracosta","","38"
"Carracosta","","23"
"Carracosta","","107"
"Carracosta-GX","","SM239"
"Carvanha","","32"
"Carvanha","","81"
"Carvanha","","51"
"Carvanha","","47"
"Carvanha","","56"
"Carvanha","","59"
"Carvanha","","60"
"Carvanha","","58"
"Carvanha","","110"
"Carvanha","","132"
"Carvanha","","27"
"Carvanha","","46"
"Carvanha","","42"
"Carvanha","","93"
"Carvanha","","11"
"Carvanha","","35"
"Carvanha","","162"
"Carvanha δ","","61"
"Cascoon","","9"
"Cascoon","","44"
"Cascoon","","26"
"Cascoon","","30"
"Cascoon","","14"
"Cascoon","","27"
"Cascoon","","6"
"Cassiopeia","","56"
"Cassiopeia","","86"
"Cassiopeia","","94"
"Cassius","","115"
"Castaway","","72"
"Castform","","48"
"Castform","","34"
"Castform","","30"
"Castform","","105"
"Castform","","TG11"
"Castform","","121"
"Castform","","116"
"Castform Rain Form","","49"
"Castform Rainy Form","","33"
"Castform Snow-Cloud Form","","50"
"Castform Snowy Form","","34"
"Castform Sunny Form","","51"
"Castform Sunny Form","","20"
"Castform Sunny Form","","195"
"Castform Sunny Form","","22"
"Caterpie","","45"
"Caterpie","","68"
"Caterpie","","69"
"Caterpie","","63"
"Caterpie","","96"
"Caterpie","","56"
"Caterpie","","3"
"Caterpie","","57"
"Caterpie","","1"
"Caterpie","","53"
"Caterpie","","2"
"Caterpie","","10"
"Caterpie","","172"
"Cedric Juniper","","110"
"Celadon City Gym","","107"
"Celebi","","50"
"Celebi","","7"
"Celebi","","145"
"Celebi","","3"
"Celebi","","92"
"Celebi","","12"
"Celebi","","16"
"Celebi","","29"
"Celebi","","4"
"Celebi","","SM224"
"Celebi","","9"
"Celebi","","XY93"
"Celebi","","XY111"
"Celebi","","XY187"
"Celebi & Venusaur-GX","","1"
"Celebi & Venusaur-GX","","159"
"Celebi & Venusaur-GX","","182"
"Celebi & Venusaur-GX","","SM167"
"Celebi ◇","","19"
"Celebi ★","","100"
"Celebi ex","","117"
"Celebi ex","","17"
"Celebi V","","1"
"Celebi V","","7"
"Celebi V","","160"
"Celebi V","","245"
"Celebi VMAX","","8"
"Celebi VMAX","","199"
"Celebi-EX","","9"
"Celebi-EX","","141"
"Celesteela","","100"
"Celesteela","","SV32"
"Celesteela","","SM131"
"Celesteela-GX","","163"
"Celesteela-GX","","208"
"Celesteela-GX","","228"
"Celesteela-GX","","144"
"Celesteela-GX","","162"
"Celesteela-GX","","SM67"
"Celio's Network","","73"
"Celio's Network","","88"
"Celio's Network","","8"
"Centiskorch","","30"
"Centiskorch","","37"
"Centiskorch","","28"
"Centiskorch","","39"
"Centiskorch","","10"
"Centiskorch","","SV019"
"Centiskorch","","48"
"Centiskorch","","49"
"Centiskorch","","SWSH048"
"Centiskorch V","","TG14"
"Centiskorch V","","33"
"Centiskorch V","","179"
"Centiskorch V","","SV108"
"Centiskorch VMAX","","TG15"
"Centiskorch VMAX","","34"
"Centiskorch VMAX","","191"
"Centiskorch VMAX","","SV109"
"Cerulean City Gym","","108"
"Ceruledge","","20"
"Ceruledge","","98"
"Ceruledge","","40"
"Ceruledge","","162"
"Ceruledge","","35"
"Ceruledge","","197"
"Ceruledge ex","","36"
"Ceruledge ex","","147"
"Cessation Crystal","","74"
"Cetitan","","60"
"Cetitan","","55"
"Cetitan","","54"
"Cetitan","","201"
"Cetitan","","63"
"Cetitan ex","","65"
"Cetitan ex","","210"
"Cetoddle","","58"
"Cetoddle","","59"
"Cetoddle","","64"
"Cetoddle","","53"
"Cetoddle","","54"
"Challenge!","","74"
"Challenge!","","106"
"Champion's Room","","135"
"Champions Festival","","BW95"
"Champions Festival","","SM78"
"Champions Festival","","SM148"
"Champions Festival","","SM231"
"Champions Festival","","SWSH296"
"Champions Festival","","XY27"
"Champions Festival","","XY91"
"Champions Festival","","XY176"
"Championship Arena","","28"
"Chandelure","","60"
"Chandelure","","20"
"Chandelure","","101"
"Chandelure","","16"
"Chandelure","","18"
"Chandelure","","103"
"Chandelure","","30"
"Chandelure","","13"
"Chandelure","","38"
"Chandelure","","26"
"Chandelure","","TG04"
"Chandelure","","33"
"Chandelure","","50"
"Chandelure","","43"
"Chandelure V","","39"
"Chandelure V","","247"
"Chandelure VMAX","","40"
"Chandelure VMAX","","265"
"Chandelure-EX","","77"
"Channeler","","190"
"Channeler","","232"
"Chansey","","3"
"Chansey","","80"
"Chansey","","81"
"Chansey","","76"
"Chansey","","72"
"Chansey","","69"
"Chansey","","20"
"Chansey","","19"
"Chansey","","58"
"Chansey","","10"
"Chansey","","31"
"Chansey","","51"
"Chansey","","46"
"Chansey","","101"
"Chansey","","152"
"Chansey","","144"
"Chansey","","113"
"Chansey","","133"
"Chansey","","187"
"Chansey","","202"
"Chansey","","70"
"Chansey ex","","96"
"Chaos Gym","","102"
"Chaos Tower","","94"
"Chaotic Swell","","187"
"Charcadet","","19"
"Charcadet","","39"
"Charcadet","","40"
"Charcadet","","38"
"Charcadet","","43"
"Charcadet","","25"
"Charcadet","","26"
"Charcadet","","14"
"Charcadet","","114"
"Charcadet","","29"
"Charcadet","","32"
"Charcadet","","33"
"Charity","","99"
"Charizard","","4"
